CIP7;CIP13;EAN13;Prix A HT;Remise1;Libellé;Colisage
;;3700695220451;30.15;0.22;SANTE VERTE Cpr prostate B/60;1
3005768;3400930057681;;2.3;0.32;SUPPOSITOIRE A LA GLYCERINE GILBERT Suppos adultes Plq/10;1
3455712;3400934557125;;7.14;0.32;SUPPOSITOIRE A LA GLYCERINE GILBERT Suppos adultes Sach/100;1
3455698;3400934556982;;2.16;0.32;SUPPOSITOIRE A LA GLYCERINE GILBERT Suppos adultes Sach/25;1
3455706;3400934557064;;3.72;0.32;SUPPOSITOIRE A LA GLYCERINE GILBERT Suppos adultes Sach/50;1
3005767;3400930057674;;2.29;0.32;SUPPOSITOIRE A LA GLYCERINE GILBERT Suppos enfants Plq/10;1
3005770;3400930057704;;2.28;0.32;SUPPOSITOIRE A LA GLYCERINE GILBERT Suppos nourrissons Plq/10;1
4927018;3400949270187;;1.96;0.3;QUINAPRIL/HYDROCHLOROTHIAZIDE ARROW LAB 20 mg/12,5 mg Cpr pell Plq/28;1
;3401060289409;8435025924406;83.35;0;EPAULIERE CRYOPUMP;1
6123754;;4710953423097;25.22;0.45;VEROVAL COMPACT Tensiomètre électro poignet;1
7683887;3401576838870;3535444664251;11.18;0.43;NAT&FORM Passiflore Gél B/200;1
;3400930125533;;1.3;0.2;NAPROXENE SODIQUE ARROW 550 mg Cpr pell séc Plq/16;1
3008504;3400930085042;;1.42;0.2;CETIRIZINE ARROW CONSEIL 10 mg Cp pell séc Plq/7;1
4551228;3401545512282;4260041531345;11.65;0.07;ANABOX Pilulier 7 jours Arc en ciel;1
;3400930085370;;38.66;0.3;LAMIVUDINE ARROW 300 mg Cpr pell Plq/30;1
5370368;3401353703681;8032755623021;11.2;0.25;ALOE VERA PLANTER'S Gel soin apais T/200ml;1
;3400930074848;;2.45;0.22;ESCITALOPRAM VIATRIS 10 mg Cpr pell séc Plq/28x1;1
;3400930125205;;43.13;0;ELEBRATO ELLIPTA 92µg/55µg/22µg Inhal/30doses;1
;;3264680015830;25.97;0.15;NUXE CR PRODIGIEUSE BOOST Cr gel PN/Mx 40ml;1
;;3264680015847;25.97;0.15;NUXE CR PRODIGIEUSE BOOST Cr soyeu PN/PS 40ml;1
;;3264680015861;20.14;0.15;NUXE CR PRODIGIEUSE BOOST Gel bme yeux 15ml;1
;3400930056202;;106.05;0;GARDASIL 9 Susp inj en seringue préremplie Ser/0,5ml+2 aig;1
;3400930092989;;404.35;0.22;VALGANCICLOVIR VIATRIS 450 mg Cpr pell Plq/60;1
6110880;;7323190218189;58.83;0.08;MEPILEX BORD SACR PROT Pans hydroc 22x25 B/10;1
;3400930108116;;1.17;0;AMOXICILLINE EG LABO 250 mg/5 ml Pdr susp buv Fl/60ml;1
;3400930112489;;1.78;0.3;ATORVASTATINE ARROW GENERIQUES 80 mg Cpr pell Plq PVC/PE/PVDC/Alu/30;1
;3400930074893;;2.45;0.22;ESCITALOPRAM VIATRIS 20 mg Cpr pell séc Plq/28x1;1
;3400930148051;;10.5;0.24;VOLTARENACTIGO 1 % Gel 1T applic lamin/75g;1
;3400930105122;;2.98;0.05;ESCITALOPRAM VIATRIS 10 mg Cpr pell séc Fl/28;1
;3400930112502;;5.33;0.3;ATORVASTATINE ARROW GENERIQUES 80 mg Cpr pell Plq PVC/PE/PVDC/Alu/90;1
;;4015672110465;170.9;0.47;OMRON EVOLV Tensiomètre électronique bras;1
7772421;3401077724214;;53.8;0.15;CIZETA ORTO Ceint lo forte côte nr H26cm T2;1
7330367;3401073303673;;50.7;0.15;CIZETA ORTO Ceint lo microf blc H21cm T1;1
7330373;3401073303734;;50.7;0.15;CIZETA ORTO Ceint lo microf blc H21cm T2;1
7330396;3401073303963;;50.7;0.15;CIZETA ORTO Ceint lo microf blc H21cm T3;1
9854703;3401098547038;;50.7;0.15;CIZETA ORTO Ceint lo microf noir H21cm T1;1
9854726;3401098547267;;50.7;0.15;CIZETA ORTO Ceint lo microf noir H21cm T2;1
7330404;3401073304045;;52.8;0.15;CIZETA ORTO Ceint lo microf blc H26cm T1;1
7330410;3401073304106;;52.8;0.15;CIZETA ORTO Ceint lo microf blc H26cm T2;1
7330427;3401073304274;;52.8;0.15;CIZETA ORTO Ceint lo microf blc H26cm T3;1
7387309;3401073873091;;52.8;0.15;CIZETA ORTO Ceint lo microf noire H26cm T1;1
7387315;3401073873152;3701126307376;52.8;0.15;CIZETA ORTO Ceint lo microf noire H26cm T2;1
7387321;3401073873213;;52.8;0.15;CIZETA ORTO Ceint lo microf noire H26cm T3;1
4384894;3401043848944;;55.8;0.15;CIZETA ORTO Ceint lo micro + noire H26cm T1;1
4384902;3401043849026;;55.8;0.15;CIZETA ORTO Ceint lo micro + noire H26cm T2;1
4384919;3401043849194;;55.8;0.15;CIZETA ORTO Ceint lo micro + noire H26cm T3;1
9596247;3401095962476;;35.5;0.15;CIZETA ORTO Canne randonnée;1
7651887;3401076518876;;35.5;0.15;CIZETA ORTO Canne télescop mét noir;1
7694543;3401076945436;;36.5;0.15;CIZETA ORTO Chevill liga str noir T1;1
7694572;3401076945726;;36.5;0.15;CIZETA ORTO Chevill liga str noir T3;1
7694589;3401076945894;;36.5;0.15;CIZETA ORTO Chevill liga str noir T4;1
7694483;3401076944835;;25.4;0.15;CIZETA ORTO Chevill ligapr noir T1;1
7694508;3401076945085;;25.4;0.15;CIZETA ORTO Chevill ligapr noir T2;1
7694514;3401076945146;;25.4;0.15;CIZETA ORTO Chevill ligapr noir T3;1
7694520;3401076945207;;25.4;0.15;CIZETA ORTO Chevill ligapr noir T4;1
4205029;3401042050294;;41.6;0.15;CIZETA ORTO Chevill maléopr T1;1
4205035;3401042050355;;41.6;0.15;CIZETA ORTO Chevill maléopr T2;1
4205041;3401042050416;;41.6;0.15;CIZETA ORTO Chevill maléopr T3;1
9854778;3401098547786;;32.5;0.15;CIZETA ORTO Att poig main drt noir T1;1
9854784;3401098547847;;32.5;0.15;CIZETA ORTO Att poig main drt noir T2;1
9854749;3401098547496;;32.5;0.15;CIZETA ORTO Att poig main gche noir T1;1
9854755;3401098547557;;32.5;0.15;CIZETA ORTO Att poig main gche noir T2;1
9854867;3401098548677;;33.5;0.15;CIZETA ORTO Att poig pce drt noir T1;1
9854873;3401098548738;;33.5;0.15;CIZETA ORTO Att poig pce drt noir T2;1
9854896;3401098548967;;33.5;0.15;CIZETA ORTO Att poig pce drt noir T3;1
9854838;3401098548387;;33.5;0.15;CIZETA ORTO Att poig pce gche noir T1;1
9854844;3401098548448;;33.5;0.15;CIZETA ORTO Att poig pce gche noir T2;1
4205093;3401042050935;;57.9;0.15;CIZETA ORTO Genouill liga str T3;1
4205101;3401042051017;;57.9;0.15;CIZETA ORTO Genouill liga str T4;1
4205118;3401042051185;;57.9;0.15;CIZETA ORTO Genouill liga str T5;1
7694603;3401076946037;;27.4;0.15;CIZETA ORTO Genouill ligapr noir T1;1
7694632;3401076946327;;27.4;0.15;CIZETA ORTO Genouill ligapr noir T3;1
7694649;3401076946495;;27.4;0.15;CIZETA ORTO Genouill ligapr noir T4;1
7694655;3401076946556;;27.4;0.15;CIZETA ORTO Genouill ligapr noir T5;1
9685755;3401096857559;;116.7;0.15;CIZETA ORTO Genouill Polypre T3;1
9685761;3401096857610;;116.7;0.15;CIZETA ORTO Genouill Polypre T4;1
9685778;3401096857788;;116.7;0.15;CIZETA ORTO Genouill Polypre T5;1
7694661;3401076946617;;43.6;0.15;CIZETA ORTO Genouill rotupr noir T1;1
7694678;3401076946785;;43.6;0.15;CIZETA ORTO Genouill rotupr noir T2;1
7694684;3401076946846;;43.6;0.15;CIZETA ORTO Genouill rotupr noir T3;1
7694690;3401076946907;;43.6;0.15;CIZETA ORTO Genouill rotupr noir T4;1
7694709;3401076947096;;43.6;0.15;CIZETA ORTO Genouill rotupr noir T5;1
6087671;;3504105031572;9.67;0.18;MUSTELA STELATOPIA Cr émoll vis T/40ml;1
6087268;;3337875613491;15;0.17;*EFFACLAR K+ Cr soin rénov PG T/40ml;1
6113552;;3337875607254;35;0.17;*VICHY LIFTACTIV COLLAGEN SPECIALIST Cr P/50m;1
;;3701056800404;7.9;0.25;PURESSENTIEL RESPIRATOIRE Sirop toux Fl/125ml;1
;;3574661811321;5.47;0.2;LISTERINE FRAICHEUR Bain bch goût+léger 500ml;1
3695014;3400936950146;;28.49;0.14;BELARA 0,03 mg/2 mg Cpr pell Plq/3x21 (63);1
;3400930057834;;1.38;0;CODOLIPRANE 500 mg/30 mg Gél Plq/16;1
3011560;3400930115602;;89.21;0.22;ENTECAVIR VIATRIS 1 mg Cpr pell Plq/30;1
;3400930078655;;25.05;0;REVINTY ELLIPTA 92 µg/22 µg Pdr inh en récipient unidose Inhal/30doses;1
;3400930074879;;2.45;0.22;ESCITALOPRAM VIATRIS 15 mg Cpr pell séc Plq/28x1;1
;3400930130506;;3.96;0.22;ENALAPRIL/LERCANIDIPINE VIATRIS 20 mg/10 mg Cpr pell Plq/30;1
;3400930105801;;2.26;0.22;ESCITALOPRAM VIATRIS 5 mg Cpr pell Plq/28x1;1
6044844;;3661434006968;17.9;0.19;URIAGE XEMOSE C8+ Bme relipidant anti-gratt Fl pp/500ml;1
;;3661729019840;8.55;0.3;BIOCANINA BIOCANISPRAY Chlorhexidine Spray 100ml;1
6096771;;3041091339942;3.41;0.3;BLEDINE Far inst multicéréales B/400g;1
6096770;;3041091340030;3.41;0.3;BLEDINE Far inst saveur briochée B/400g;1
6096772;;3041091339911;3.41;0.3;BLEDINE Farine inst cacao 2âge B/400g;1
6100882;;3041091339928;3.41;0.3;BLEDINE Farine inst saveur biscuit B/400g;1
6100883;;3041091339645;3.41;0.3;BLEDINE Farine inst vanille 1âge B/400g;1
6096773;;3041091339959;3.41;0.3;BLEDINE Farine instantanée miel B/400g;1
;3400930074589;;1.46;0.025;AMOXICILLINE EG 1 g Cpr disp Plq/6;1
;3400930059968;;91.98;0.2;ABACAVIR/LAMIVUDINE EG 600 mg/300 mg Cpr pell Plq/30;1
;3400930104002;;315.65;0;ISENTRESS 600 mg Cpr pell Fl/60;1
;;3701063803498;3.19;0;PBP Savon de marseille 3x25g;1
7071049;3401070710498;4054596950634;10.98;0.08;ADAPTIC DOIGTIER Pans av jersey tubul gd D2,8cm B/3;1
7071026;3401070710269;4054596950573;8.22;0.08;ADAPTIC DOIG Pans av jersey tubul ptt D2cm B/3;1
;;8716900576355;13.54;0.34;FORTIMEL PROT SENS Nutrim fraise giv 4/200ml;1
;;8716900573477;13.54;0.34;FORTIMEL PROT SENS Nutrim neutre 4/200ml;1
;;8716900575655;13.54;0.34;FORTIMEL PROT SENS Nutrim tropic ging 4/200ml;1
;;3760007335068;41.85;0.3;LUXEOL POUSSE CROISSANCE & FORTIFIC Gél B/90;1
;;3661729019550;30.01;0.4;LERO MENOPOLLEN Caps B/60;1
9532767;3401595327676;;14.3;0.25;SIDN PREVENTLIFE BAOBAB Cpr arthr synerg B/60;1
9815181;3401598151810;;14.3;0.25;SIDN PREVENTLIFE BAOBAB Cpr ménopause B/40;1
7071032;3401070710320;4054596950603;9.41;0.08;ADAPTIC DOIG Pans av jersey tubul moy D2,4cm B/3;1
;;8411114063362;5.89;0.18;AGETI ENFANT Gel dche 2D Chase Fl/400ml;1
;3400930037904;;49.06;0;ENTRESTO 24 mg/26 mg Cpr pell Plq/28;1
;3400930037911;;98.15;0;ENTRESTO 49 mg/51 mg Cpr pell Plq/56;1
;3400930037928;;98.15;0;ENTRESTO 97 mg/103 mg Cpr pell Plq/56;1
;3400930081457;;6.48;0;XIMEPEG Pdr sol buv Sachet A/4+Sachet B/4;1
;3400930108338;;19.83;0.05;ANASTROZOLE SANDOZ 1 mg Cpr pell Plq/30;1
;3400930108345;;56.5;0.05;ANASTROZOLE SANDOZ 1 mg Cpr pell Plq/90;1
;3400930123874;;8.23;0;OROBUPRE 8 mg Lyophilisat oral Plq unit/7;1
;3400930123898;;2.77;0;OROBUPRE 2 mg Lyophilisat oral Plq unit/7;1
;3400930091678;;10.09;0.025;VENLAFAXINE ARROW GENERIQUES LP 150 mg Gél LP Plq/30;1
;3400930137260;;1.2;0.2;AMOXICILLINE ARROW LAB 1 g Cpr disp séc Plq/6;1
;3400930137284;;3.24;0.05;AMOXICILLINE ARROW LAB 1 g Cpr disp séc Plq/14;1
;3400930136898;;0.91;0.3;DESLORATADINE ARROW LAB 5 mg Cpr pell Plq/15;1
;3400930136904;;1.82;0.3;DESLORATADINE ARROW LAB 5 mg Cpr pell Plq/30;1
;3400930144251;;69.03;0.3;EFAVIRENZ ARROW 600 mg Cpr pell Plq/30;1
;3400930150702;;3.5;0.05;BUPRENORPHINE/NALOXONE VIATRIS 8 mg/2 mg Cpr subl sécable Plq/7x1;1
;3400930150726;;15.63;0.05;BUPRENORPHINE/NALOXONE VIATRIS 8 mg/2 mg Cpr subl sécable Plq/28x1;1
;3400930150740;;1.22;0.05;BUPRENORPHINE/NALOXONE VIATRIS 2 mg/0,5 mg Cpr subl sécable Plq/7x1;1
;3400930150764;;5.25;0.05;BUPRENORPHINE/NALOXONE VIATRIS 2 mg/0,5 mg Cpr subl sécable Plq/28x1;1
;3400930149263;;10.89;0.3;GABAPENTINE ZYDUS 300 mg Gél Plq/90;1
;3400930147627;;3.56;0.3;ENALAPRIL/LERCANIDIPINE ARROW 20 mg/10 mg Cpr pell Plq/30;1
;3400930147634;;10.13;0.3;ENALAPRIL/LERCANIDIPINE ARROW 20 mg/10 mg Cpr pell Plq/90;1
;3400930147603;;3.48;0.05;AMOX/AC CLAV ARRW LAB 100mg/12,5mgpml Pd Enf;1
;3400930147610;;1.89;0.05;AMOX/AC CLAV ARRW LAB 100mg/12,5mgpml nour Fl;1
;3400930144718;;5.08;0.05;CEFIXIME ARROW LAB 200 mg Cpr pell Plq/8;1
;3400930149768;;12.38;0.15;ARIPIPRAZOLE VIATRIS 15 mg Cpr orodisp Plq/28x1;1
;3400930113820;;5.47;0.3;MOXIFLOXACINE ARROW 400 mg Cpr pell Plq/7;1
;3400930082539;;4.7;0.15;ROPINIROLE VIATRIS LP 2 mg Cpr LP Plq/28;1
;3400930082621;;8.73;0.15;ROPINIROLE VIATRIS LP 4 mg Cpr LP Plq/28;1
;3400930082690;;17.14;0.15;ROPINIROLE VIATRIS LP 8 mg Cpr LP Plq/28;1
;3400930090015;;1.1;0.3;CETIRIZINE ARROW LAB 10 mg Cpr pell séc Plq/15;1
;;3464660001918;14.28;0.25;PURALOE Gel hydrat bio Aloé Véra natif 250ml;1
;3400930067611;;4.91;0;COSIMPREL 5 mg/5 mg Cpr pell séc Pilul/30;1
;3400930067628;;14.48;0;COSIMPREL 5 mg/5 mg Cpr pell séc 3Pilul/30;1
;3400930067598;;6.59;0;COSIMPREL 10 mg/10 mg Cpr pell Pilul/30;1
3006760;3400930067604;;19.26;0;COSIMPREL 10 mg/10 mg Cpr pell Pilul/3x30;1
;3400930067550;;4.91;0;COSIMPREL 5 mg/10 mg Cpr pell séc Pilul/30;1
;3400930067567;;14.48;0;COSIMPREL 5 mg/10 mg Cpr pell séc Pilul/3x30 (90);1
;3400930067574;;6.59;0;COSIMPREL 10 mg/5 mg Cpr pell Pilul/30;1
;;3464660002465;18.73;0.25;PURALOE Aloé Véra bio past Gel à boire Fl/1l;1
;;3464660002434;18.82;0.25;PURALOE Aloé Véra bio past Jus Fl/1l;1
9254220;;6970229250422;36.6;0.45;VEROVAL COMPACT Tensiomètre électro bras;1
7555876;3401075558767;;46;0.15;CIZETA ORTO Oreiller anat 35x55cm;1
4844031;3401048440310;;28.48;0.15;VARISAN 1 Chauss éthéré daim T1C;1
4844048;3401048440488;;26.85;0.15;VARISAN 1 Chauss éthéré daim T2C;1
4844054;3401048440549;;28.48;0.15;VARISAN 1 Chauss éthéré daim T3C;1
4844060;3401048440600;;28.48;0.15;VARISAN 1 Chauss éthéré daim T4C;1
4844083;3401048440839;;26.85;0.15;VARISAN 1 Chauss éthéré daim T2N;1
4844114;3401048441140;;26.85;0.15;VARISAN 1 Chauss éthéré daim T4N;1
4844120;3401048441201;;40.34;0.15;VARISAN 1 Bas autof ét daim T1C;1
4844137;3401048441379;;40.34;0.15;VARISAN 1 Bas autof ét daim T2C;1
4844143;3401048441430;;40.34;0.15;VARISAN 1 Bas autof ét daim T3C;1
4844166;3401048441669;;39.24;0.15;VARISAN 1 Bas autof ét daim T4C;1
4844172;3401048441720;;40.34;0.15;VARISAN 1 Bas autof ét daim T1N;1
4844189;3401048441898;;37;0.15;VARISAN 1 Bas autof ét daim T2N;1
4844195;3401048441959;;40.34;0.15;VARISAN 1 Bas autof ét daim T3N;1
4844203;3401048442031;;40.34;0.15;VARISAN 1 Bas autof ét daim T4N;1
4844226;3401048442260;;55.9;0.15;VARISAN 1 Coll éthéré daim T1C;1
4844232;3401048442321;;55.9;0.15;VARISAN 1 Coll éthéré daim T2C;1
4844249;3401048442499;;55.9;0.15;VARISAN 1 Coll éthéré daim T3C;1
4844255;3401048442550;;55.9;0.15;VARISAN 1 Coll éthéré daim T4C;1
4844261;3401048442611;;55.9;0.15;VARISAN 1 Coll éthéré daim T1N;1
4844278;3401048442789;;55.9;0.15;VARISAN 1 Coll éthéré daim T2N;1
4844284;3401048442840;;51.5;0.15;VARISAN 1 Coll éthéré daim T3N;1
4844290;3401048442901;;55.9;0.15;VARISAN 1 Coll éthéré daim T4N;1
4844657;3401048446572;;32.45;0.15;VARISAN 2 Chauss coton los noir T1C;1
4844663;3401048446633;;32.45;0.15;VARISAN 2 Chauss coton los noir T2C;1
4844686;3401048446862;;32.45;0.15;VARISAN 2 Chauss coton los noir T3C;1
4844752;3401048447524;;32.45;0.15;VARISAN 2 Chauss coton los noir T1N;1
4844769;3401048447692;;32.45;0.15;VARISAN 2 Chauss coton los noir T2N;1
4844775;3401048447753;;32.45;0.15;VARISAN 2 Chauss coton los noir T3N;1
4844798;3401048447982;;32.45;0.15;VARISAN 2 Chauss coton los choc T1N;1
4844806;3401048448064;;32.45;0.15;VARISAN 2 Chauss coton los choc T2N;1
4844841;3401048448415;;43.88;0.15;VARISAN 2 Bas autofix coton los noir T2C;1
4844858;3401048448583;;43.88;0.15;VARISAN 2 Bas autofix coton los noir T3C;1
4844918;3401048449184;;43.88;0.15;VARISAN 2 Bas autofix coton los noir T1N;1
4844924;3401048449245;;43.88;0.15;VARISAN 2 Bas autofix coton los noir T2N;1
4844930;3401048449306;;43.88;0.15;VARISAN 2 Bas autofix coton los noir T3N;1
4844976;3401048449764;;43.88;0.15;VARISAN 2 Bas autofix coton los choc T2N;1
4844982;3401048449825;;43.88;0.15;VARISAN 2 Bas autofix coton los choc T3N;1
4205207;3401042052076;;33.5;0.15;CIZETA ORTO Att pce T1;1
4205236;3401042052366;;33.5;0.15;CIZETA ORTO Att pce T3;1
9597548;3401095975483;;44.7;0.15;VARISAN POST-OP 1 Bas a-f d PO bge T0C;1
9597554;3401095975544;;44.7;0.15;VARISAN POST-OP 1 Bas a-f d PO bge T1C;1
9597560;3401095975605;;44.7;0.15;VARISAN POST-OP 1 Bas a-f d PO bge T2C;1
9597583;3401095975834;;44.7;0.15;VARISAN POST-OP 1 Bas a-f d PO bge T4C;1
9597608;3401095976084;;44.7;0.15;VARISAN POST-OP 1 Bas a-f d PO bge T5C;1
9597620;3401095976206;;44.7;0.15;VARISAN POST-OP 1 Bas a-f d PO blc T1C;1
9597637;3401095976374;;44.7;0.15;VARISAN POST-OP 1 Bas a-f d PO blc T2C;1
9597643;3401095976435;;44.7;0.15;VARISAN POST-OP 1 Bas a-f d PO blc T3C;1
9597666;3401095976664;;44.7;0.15;VARISAN POST-OP 1 Bas a-f d PO blc T4C;1
9597672;3401095976725;;44.7;0.15;VARISAN POST-OP 1 Bas a-f d PO blc T5C;1
9597689;3401095976893;;44.7;0.15;VARISAN POST-OP 1 Bas a-f d PO bge T0N;1
9597749;3401095977494;;44.7;0.15;VARISAN POST-OP 1 Bas a-f d PO bge T5N;1
9597761;3401095977616;;44.7;0.15;VARISAN POST-OP 1 Bas a-f d PO blc T1N;1
9597778;3401095977784;;44.7;0.15;VARISAN POST-OP 1 Bas a-f d PO blc T2N;1
9597784;3401095977845;;44.7;0.15;VARISAN POST-OP 1 Bas a-f d PO blc T3N;1
9597790;3401095977906;;44.7;0.15;VARISAN POST-OP 1 Bas a-f d PO blc T4N;1
9598022;3401095980227;;44.7;0.15;VARISAN POST-OP 1 Bas a-f d PO blc T5N;1
9598039;3401095980395;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO bge T0C;1
9598045;3401095980456;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO bge T1C;1
9598051;3401095980517;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO bge T2C;1
9598068;3401095980685;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO bge T3C;1
9598074;3401095980746;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO bge T4C;1
9598080;3401095980807;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO bge T5C;1
9598097;3401095980975;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO blc T0C;1
9598105;3401095981057;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO blc T1C;1
9598111;3401095981118;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO blc T2C;1
9598128;3401095981286;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO blc T3C;1
9598134;3401095981347;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO blc T4C;1
9598140;3401095981408;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO blc T5C;1
9598157;3401095981576;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO bge T0N;1
9598163;3401095981637;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO bge T1N;1
9598186;3401095981866;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO bge T2N;1
9598192;3401095981927;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO bge T3N;1
9598217;3401095982177;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO bge T5N;1
9598223;3401095982238;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO blc T0N;1
9598246;3401095982467;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO blc T1N;1
9598252;3401095982528;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO blc T2N;1
9598269;3401095982696;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO blc T3N;1
9598281;3401095982818;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PO blc T5N;1
9596980;3401095969802;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF bge T0C;1
9596997;3401095969970;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF bge T1C;1
9597005;3401095970051;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF bge T2C;1
9597011;3401095970112;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF bge T3C;1
9597028;3401095970280;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF bge T4C;1
9597034;3401095970341;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF bge T5C;1
9597040;3401095970402;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF noir T0C;1
9597057;3401095970570;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF noir T1C;1
9597063;3401095970631;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF noir T2C;1
9597086;3401095970860;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF noir T3C;1
9597092;3401095970921;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF noir T4C;1
9597100;3401095971003;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF noir T5C;1
9597117;3401095971171;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF bge T0N;1
9597123;3401095971232;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF bge T1N;1
9597146;3401095971461;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF bge T2N;1
9597152;3401095971522;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF bge T3N;1
9597169;3401095971690;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF bge T4N;1
9597175;3401095971751;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF bge T5N;1
9597229;3401095972291;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF noir T0N;1
9597235;3401095972352;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF noir T1N;1
9597241;3401095972413;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF noir T2N;1
9597258;3401095972581;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF noir T3N;1
9597264;3401095972642;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF noir T4N;1
9597270;3401095972703;;44.7;0.15;VARISAN POST-OP 2 Bas aut p PF noir T5N;1
9597287;3401095972871;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF bge T0C;1
9597293;3401095972932;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF bge T1C;1
9597301;3401095973014;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF bge T2C;1
9597318;3401095973182;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF bge T3C;1
9597324;3401095973243;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF bge T4C;1
9597330;3401095973304;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF bge T5C;1
9597347;3401095973472;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF noir T0C;1
9597353;3401095973533;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF noir T1C;1
9597376;3401095973762;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF noir T2C;1
9597382;3401095973823;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF noir T3C;1
9597399;3401095973991;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF noir T4C;1
9597407;3401095974073;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF noir T5C;1
9597413;3401095974134;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF bge T0N;1
9597436;3401095974363;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF bge T1N;1
9597442;3401095974424;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF bge T2N;1
9597459;3401095974592;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF bge T3N;1
9597465;3401095974653;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF bge T4N;1
9597471;3401095974714;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF bge T5N;1
9597488;3401095974882;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF noir T0N;1
9597494;3401095974943;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF noir T1N;1
9597502;3401095975025;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF noir T2N;1
9597519;3401095975193;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF noir T3N;1
9597525;3401095975254;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF noir T4N;1
9597531;3401095975315;;44.7;0.15;VARISAN POST-OP 3 Bas aut p PF noir T5N;1
9810249;3401098102497;;47.07;0.15;VARISAN 2 HC Bas autof ét noir T2C;1
9810255;3401098102558;;47.07;0.15;VARISAN 2 HC Bas autof ét noir T3C;1
9810284;3401098102848;;47.07;0.15;VARISAN 2 HC Bas autof ét noir T2N;1
9810290;3401098102909;;47.07;0.15;VARISAN 2 HC Bas autof ét noir T3N;1
9810338;3401098103388;;47.07;0.15;VARISAN 2 HC Bas autof ét fushia T3C;1
9810321;3401098103210;;47.07;0.15;VARISAN 2 HC Bas autof ét fushia T2C;1
9812461;3401098124611;;31.5;0.15;VARISAN POST-OP 2 Mi-bas picot PO bge T0C;1
